450-2_Cortex	449-4_Midbrain	454-6_Cerebellum	463-5_Hippocampus	490-2_Thalamus	337-4_Striatum	490-4_Striatum	463-5_Midbrain
ENSMUSG00000026492	487.42242309772	306.774775402294	454.567044240273	520.212179821496	418.743650886459	437.505217273767	479.913278486137	475.516383162298
ENSMUSG00000038949	887.108810037851	1117.6041048502	3519.31034436857	1309.16467660472	1740.45382308599	2556.9334766469	2766.74836388988	1319.32486700912
ENSMUSG00000026043	3146.97640803637	5350.15208301601	1540.80517593131	275.215987249962	174.611252107095	468.289166463606	121.320358990903	374.508001118019
ENSMUSG00000046101	26.586677623512	21.7102148746239	30.3606931217993	49.6468055431303	25.0599482190738	60.6350514345306	73.0069416936406	21.7556515172293
ENSMUSG00000099032	9.74844846195441	32.0933611190092	5.90346810701653	7.55494866960679	11.3173959699043	7.462775561173	10.7363149549471	27.9715519507234
ENSMUSG00000038936	2425.59122185175	2750.58983237626	2594.99590932712	1687.99138846643	3345.90727995956	2454.32031268077	2161.22020043086	4616.86004697774
ENSMUSG00000042772	2327.22051464475	2508.00177921199	3172.69243122803	2939.95431085841	2067.04153536038	2132.48811660518	2167.66198940383	1645.65963976756
ENSMUSG00000087236	7.08978069960321	3.77568954341285	1.68670517343329	11.8720621950964	3.23354170568694	1.86569389029325	1.07363149549471	1.55397510837352
ENSMUSG00000026042	1114.8680150126	1198.78143003358	375.291901088908	529.925685253848	151.168074740864	284.51831826972	122.393990486397	228.434340930908
ENSMUSG00000073643	1099.80223102595	473.849037698313	452.880339066839	362.637536141126	418.743650886459	485.080411476245	443.409807639317	371.400050901272
ENSMUSG00000025916	8.86222587450401	6.60745670097249	0.843352586716647	14.0306189578412	8.08385426421735	8.39562250631962	10.7363149549471	9.32385065024114
ENSMUSG00000026248	424.500619388742	400.223091601762	683.115595240484	683.183215408728	768.77454052707	617.544677687065	706.449524035522	1061.36499901912
ENSMUSG00000026249	5967.822903891	12409.7476068122	3277.26815198089	5104.98674389145	9980.32647460273	9335.93222702742	9707.77598226321	12046.4150401115
ENSMUSG00000042751	3204.58087622065	3216.88749098775	4763.25540977562	2949.66781629077	4737.13859883137	1942.18733979527	2617.51358601611	3880.27584560869
ENSMUSG00000067106	2.6586677623512	1.88784477170643	9.27687845388312	5.39639190686199	8.89223969063908	11.1941633417595	4.29452598197886	9.32385065024114
ENSMUSG00000043230	15.9520065741072	15.1027581736514	5.90346810701653	2.1585567627448	0.808385426421735	7.462775561173	4.29452598197886	0
ENSMUSG00000026491	1066.12577270283	938.258851538094	1905.13349339291	1608.12478824487	951.469646898382	1301.32148847954	1551.39751098986	818.944882112847
ENSMUSG00000025917	2959.09721949689	2759.08513384894	1899.23002528589	2052.7874813703	2463.15039430703	2236.03412751646	1864.89790767432	3162.33934554012
ENSMUSG00000026479	354.48903498016	499.33494211635	101.202310405998	129.513405764688	116.40750140473	197.763552371084	121.320358990903	59.0510541181939
ENSMUSG00000004364	4149.29415444278	3579.35368715538	3360.76005806584	3459.08721229854	2958.69066070355	2915.1467035832	2866.59609297089	3308.41300572723
ENSMUSG00000103076	1.7724451749008	0	9.27687845388312	5.39639190686199	4.04192713210867	10.2613163966129	6.44178897296829	0
ENSMUSG00000026478	2395.45965387843	2682.62742059483	2175.84967372895	1452.70870132725	976.529595117455	2539.20938468911	1483.7587267737	749.016002236038
ENSMUSG00000042708	74.4426973458337	85.8969371126424	113.009246620031	82.0251569843023	81.6469280685952	196.830705425938	126.688516468376	40.4033528177116
ENSMUSG00000103543	4.431112937252	12.2709910160918	10.1202310405998	3.2378351441172	10.5090105434825	27.0525614092521	19.3253669189049	0
ENSMUSG00000041144	146.226726929316	363.410118553487	324.690745885909	135.989076052922	402.575942358024	98.8817761855422	178.222828252123	197.354838763437
ENSMUSG00000042699	5891.60776137026	4987.68588684838	3724.24502294071	3831.43825387201	2977.28352551125	3054.14089841005	3043.74528972752	3042.68326219536
ENSMUSG00000042684	164.837401265775	288.840250071083	111.322541446597	113.324230044102	139.85067877096	287.31685910516	254.450664432247	158.505461054099
ENSMUSG00000099858	7.08978069960321	8.49530147267892	3.37341034686659	2.1585567627448	11.3173959699043	4.66423472573312	4.29452598197886	4.66192532512057
ENSMUSG00000101337	54.9458004219249	99.1118505145874	14.336993974183	33.4576298225444	78.4133863629083	12.1270102869061	19.3253669189049	18.6477013004823
ENSMUSG00000025986	3201.9222084583	2835.54284710305	2095.73117799087	3448.29442848481	2025.00549318645	2493.49988437693	2534.84396086302	1958.00863655064
ENSMUSG00000100213	24.8142324486112	9.43922385853213	75.0583802177816	86.3422705097919	80.8385426421735	68.0978269957036	86.9641511350719	88.5765811772908
ENSMUSG00000056763	924.330158710768	1246.92147171209	1033.95027131461	710.165174943038	729.972040058826	748.143250007593	901.85045621556	500.379984896274
ENSMUSG00000042671	2361.78319555532	4076.80078450003	32226.1890436165	3218.40813325249	5813.90798682511	7210.90688598341	7164.34296943623	3965.74447656923
ENSMUSG00000026109	1510.12328901548	1834.98511809865	2472.70978425321	2413.26646074868	2496.29419679032	3782.69436256956	2389.90370897123	2542.30327729908
ENSMUSG00000026475	370.441041554268	234.092751691597	382.882074369358	304.356503547016	4218.15515506861	229.48034850607	1041.42255062987	1140.61772954617
ENSMUSG00000100671	0	0	0	1.0792783813724	7.27546883779561	0.932846945146625	12.8835779459366	1.55397510837352
ENSMUSG00000099924	4.431112937252	6.60745670097249	16.0236991476163	10.792783813724	25.8683336454955	24.2540205738122	17.1781039279154	15.5397510837352
ENSMUSG00000099625	1.7724451749008	1.88784477170643	3.37341034686659	6.47567028823439	12.9341668227478	5.59708167087975	5.36815747747357	9.32385065024114
ENSMUSG00000045954	193.196524064187	244.475897935982	260.595949295444	287.088049445058	306.378076613837	275.189848818254	354.298393513256	469.300482728804
ENSMUSG00000066800	848.115016190034	691.895108830405	124.816182834064	281.691657538196	208.563440016808	202.427787096818	130.983042450355	245.528067123017
ENSMUSG00000067851	2753.4935792084	2477.79626286468	3202.20977176311	3188.18833857407	2308.74877786047	2208.04871916206	2330.85397671903	1959.56261165901
ENSMUSG00000038608	359.806370504863	536.147915164625	1426.10922413785	3113.71813025937	2160.8142448253	3372.24170670505	3434.54715408759	1661.1993908513
ENSMUSG00000042501	3.5448903498016	1.88784477170643	3.37341034686659	6.47567028823439	8.89223969063908	1.86569389029325	3.22089448648414	3.10795021674705
ENSMUSG00000042641	52.2871326595737	15.1027581736514	7.59017328044982	53.9639190686199	16.9760939548564	13.9927041771994	28.9880503783573	7.76987554186761
ENSMUSG00000026107	147.112949516767	97.224005742881	139.153176808247	438.187022837194	194.012502341216	150.188358168607	171.781039279154	243.974092014643
ENSMUSG00000066797	7.97600328705361	18.8784477170643	2.53005776014994	14.0306189578412	6.46708341137388	3.7313877805865	7.515420468463	12.4318008669882
ENSMUSG00000048960	309.29168302019	309.606542559854	2889.32596209123	1777.57149412034	839.10407262576	1763.08072632712	1905.69590450312	637.129794433144
ENSMUSG00000067158	85.9635909826889	39.644740205835	34.5774560553825	30.2197946784272	23.4431773662303	11.1941633417595	18.2517354234101	9.32385065024114
ENSMUSG00000079465	31.017790560764	29.2615939614496	26.1439301882161	15.1098973392136	11.3173959699043	15.8583980674926	10.7363149549471	10.8778257586147
ENSMUSG00000056708	946.485723397028	737.203383351359	1057.56414374268	1682.59499655957	557.785944230997	1754.6851038208	1663.05518652131	554.769113689348
ENSMUSG00000026471	83.3049232203377	94.3922385853213	142.526587155113	132.751240908805	172.186095827829	104.478857856422	117.025833008924	184.923037896449
ENSMUSG00000057715	1311.60942942659	660.745670097249	479.024269255055	2025.80552183599	546.468548261093	904.861536792226	970.562871927222	1041.16332261026
ENSMUSG00000026470	2923.64831599887	2262.58195889015	2448.25255923843	3436.42236628972	1795.42403208267	3611.05052466258	3503.25956979925	2105.63627184612
ENSMUSG00000033722	204.717417701043	165.186417524312	402.279183863841	250.392584478396	403.384327784446	380.601553619823	432.67349268437	386.939801985007
ENSMUSG00000026150	5055.89986140454	5083.9659702054	5014.57448061718	5147.07860076497	5789.65642403246	4178.22146731173	4333.17671581667	7347.19431239002
ENSMUSG00000101450	15.9520065741072	34.9251282765689	27.8306353616493	10.792783813724	14.5509376755912	14.925551122346	24.6935243963784	15.5397510837352
ENSMUSG00000026469	7648.10092969696	5822.11327594262	2587.40573604667	2933.47864057018	2916.65461852962	2724.84592677329	2781.77920482681	2365.1501149445
ENSMUSG00000018417	2081.73685792099	1607.49982310802	861.062991037697	391.778052438181	957.936730309755	2695.92767147374	2442.51165225048	560.985014122842
ENSMUSG00000026490	6777.83034882067	7249.32392335268	9034.83626149544	8043.86177636849	7413.70274571373	6044.84820455013	7911.59049030055	4750.50190629786
ENSMUSG00000033701	2406.98054751529	2032.26489674197	1382.25488962858	1509.91045553999	1604.64507144714	1710.84129739891	1369.95378825126	1804.16510082166
ENSMUSG00000026468	0.886222587450401	102.887540058	0	0	4.85031255853041	0	0	55.9431039014468
ENSMUSG00000062939	14.1795613992064	5.66353431511928	0.843352586716647	2.1585567627448	1.61677085284347	1.86569389029325	3.22089448648414	0
ENSMUSG00000033684	907.49192954921	1033.59501250927	673.838716786601	863.422705097919	981.379907675986	877.808975382974	841.727092467856	1145.27965487129
ENSMUSG00000016918	619.46958862783	532.372225621212	435.16993474579	270.898873724472	582.845892450071	351.683298320277	391.875495855571	304.57912124121
ENSMUSG00000033671	1482.65038880452	1217.65987775064	1599.83985700148	1445.15375265764	1319.28501592027	926.317016530598	1123.01854428747	809.621031462605
ENSMUSG00000026489	146.226726929316	204.831157730147	1376.35142152157	1904.92634312228	955.51157403049	1140.87181391432	1294.79958356663	1052.04114836887
ENSMUSG00000025938	886.222587450401	320.933611190092	107.949131099731	85.2629921284195	44.4611984531954	125.934337594794	139.572094414313	68.374904768435
ENSMUSG00000026159	2936.94165481063	2346.59105123109	2693.66816197297	2373.3331606379	2406.5634144575	1977.63552371084	1926.09490291752	1560.19100880702
ENSMUSG00000113880	4.431112937252	5.66353431511928	19.3971094944829	5.39639190686199	13.7425522491695	10.2613163966129	7.515420468463	4.66192532512057
ENSMUSG00000038496	25.7004550360616	50.9718088360735	96.1421948856977	48.5675271617579	86.4972406271256	117.538715088475	112.731307026945	91.6845313940378
ENSMUSG00000053161	40.7662390227184	68.9063341672846	12.6502888007497	20.5062892460756	36.3773441889781	37.313877805865	21.4726299098943	7.76987554186761
ENSMUSG00000010609	513.122878133782	603.166404560203	819.738714288581	556.907644788158	704.912091839753	377.803012784383	485.281435963611	719.490475176941
ENSMUSG00000026163	3882.54115562021	2889.34642309669	18816.0395622351	8459.38395319686	2825.30706534396	804.11406671639	1194.95185448562	3083.08661501307
ENSMUSG00000104374	0	0	10.1202310405998	3.2378351441172	0	0	0	0
ENSMUSG00000038855	1002.3177464064	1700.00421692164	1954.89129600919	1529.33746640469	2962.73258783566	924.451322640305	1158.4483836388	3398.54356201289
ENSMUSG00000053963	5853.5001901099	4001.28699363177	490.831205469089	17223.1244099407	6242.35226282863	3941.27834324449	5414.32363177985	930.83108991574
ENSMUSG00000045658	1255.77740641722	1430.04241456762	348.304618313975	787.873218401851	888.415583637486	597.02204489384	671.019684684197	1294.46126527514
ENSMUSG00000015484	219.783201687699	283.176715755964	71.684969870915	320.545679267602	718.654644088922	453.36361534126	469.17696353119	186.477013004823
ENSMUSG00000048402	141.795613992064	220.877838289652	172.043927690196	151.098973392136	151.976460167286	153.919745949193	181.443722738607	116.548133128014
ENSMUSG00000037035	561.865120443554	353.970894694955	345.774560553825	259.026811529376	444.611984531954	142.725582607434	187.885511711575	223.772415605787
ENSMUSG00000036766	13656.6900726107	14449.563882641	20181.4274001294	4706.73302116503	6589.14961076356	2348.9086078792	2777.48467884483	6489.40005256783
ENSMUSG00000005886	2628.53619437789	2002.05938039466	2789.81035685867	2510.4015150722	1939.31663798574	1740.6923996436	2451.10070421443	1052.04114836887
ENSMUSG00000004451	1154.74803144787	1225.21125683747	861.906343624413	533.163520397965	645.899955710966	530.789911788429	438.041650161844	624.697993566156
ENSMUSG00000103506	8.86222587450401	6.60745670097249	4.21676293358323	2.1585567627448	0	2.79854083543987	2.14726299098943	0
ENSMUSG00000098923	231.304095324555	270.905724739872	361.798259701442	378.826711861712	424.402348871411	375.93731889409	369.329234450182	537.675387497239
ENSMUSG00000026496	3314.4724770645	2062.47041308927	3654.24675824323	4571.82322349348	2433.24013352942	2702.45760008977	2459.68975617839	1549.3131830484
ENSMUSG00000025935	605.290027228624	619.213085119708	740.463571137216	561.224758313647	664.492820518666	479.483329805365	426.231703711402	750.569977344412
ENSMUSG00000025937	201.172527351241	143.476202649688	507.698257203421	483.516714854835	476.947401588823	407.654115029075	505.680434378011	413.357378827357
ENSMUSG00000026219	3855.06825540924	3943.70772809472	4229.41322238398	4398.05940409252	3600.54868928241	3876.91190402937	3861.85248929449	2747.42799160439
ENSMUSG00000073633	56.7182455968257	51.9157312219267	62.4080914170319	58.2810325941095	104.281720008404	113.807327307888	94.4795716035349	136.74980953687
ENSMUSG00000026220	418.297061276589	392.671712514937	268.186122575894	215.85567627448	93.7727094649212	165.113909290953	88.0377826305666	57.4970790098203
ENSMUSG00000026104	69.1253618211313	70.794178938991	255.535833775144	198.587222172521	204.521512884699	251.868675189589	185.738248720586	330.99669808356
ENSMUSG00000026383	342.968141343305	465.353736225634	236.138724280661	150.019695010763	241.707242500099	207.092021822551	212.579036107953	152.289560620605
ENSMUSG00000060743	10835.8435767561	9336.33631847413	13012.0870604511	4502.74940708565	4083.15478885618	7306.05727438836	5195.30280669892	5222.91033924341
ENSMUSG00000038806	849.887461364934	678.68019542846	750.583802177816	700.451669510687	531.10922515908	663.25417799925	587.276428035609	458.422656970189
ENSMUSG00000066652	445.769961487552	147.251892193101	0	53.9639190686199	0	6.52992861602637	3.22089448648414	1.55397510837352
ENSMUSG00000025932	172.813404552828	119.878143003358	155.176875955863	442.504136362683	60.6289069816301	258.398603805615	217.947193585427	97.900431827532
ENSMUSG00000026520	933.192384585272	899.558033718112	1419.36240344412	1174.25487893317	1033.9249603934	1538.26461254678	1028.53897268394	1420.3332490534
ENSMUSG00000025930	77.9875876956353	74.5698684824038	22.7705198413495	62.5981461195991	38.8025004682433	20.5226327932257	15.030840936926	68.374904768435
ENSMUSG00000103492	4.431112937252	6.60745670097249	5.90346810701653	14.0306189578412	8.89223969063908	0.932846945146625	1.07363149549471	17.0937261921088
ENSMUSG00000038793	8.86222587450401	2.83176715755964	11.8069362140331	269.8195953431	9.70062511706081	14.925551122346	18.2517354234101	52.8351536846998
ENSMUSG00000026384	739.995860521085	896.726266560552	3038.59936994008	1617.83829367723	5539.86532726815	1215.49956952605	2177.32467286328	1678.2931170434
ENSMUSG00000036975	244.597434136311	147.251892193101	263.126007055594	254.709698003886	321.73739971585	199.629246261378	250.156138450269	348.090424275669
ENSMUSG00000032769	130.274720355209	14.1588357877982	2.53005776014994	2.1585567627448	3.23354170568694	1.86569389029325	0	6.21590043349409
ENSMUSG00000092083	519.326436245935	454.026667595395	319.630630365609	542.877025830316	386.408233829589	154.85259289434	283.438714810605	276.607569290487
ENSMUSG00000026519	90.3947039199409	123.653832546771	1060.09420150283	1038.26580288025	2537.52185353782	1444.04707108697	2626.10263798007	2264.14173290022
ENSMUSG00000036962	14.1795613992064	24.5419820321835	7.59017328044982	20.5062892460756	46.8863547324606	15.8583980674926	17.1781039279154	17.0937261921088
ENSMUSG00000026387	21.2693420988096	17.934525331211	6.74682069373318	25.9026811529376	17.7844793812782	36.3810308607184	32.2089448648414	1.55397510837352
ENSMUSG00000038776	257.004550360616	287.89632768523	1044.07050235521	944.368583700849	687.935997884896	1111.02071166963	1053.23249708032	1103.3223269452
ENSMUSG00000050777	42.5386841976192	36.8129730482753	33.7341034686659	32.378351441172	20.2096356605434	45.7095003121846	24.6935243963784	37.2954026009646
ENSMUSG00000026516	1852.20520777134	1940.70442531421	2080.55083142997	2197.4107844742	1487.42918461599	1567.18286784633	1832.68896280948	975.896368058572
ENSMUSG00000062169	477.673974635766	533.316148007065	976.602295417877	891.483943013601	983.805063955251	867.547658986361	1018.87628922448	1218.31648496484
ENSMUSG00000026103	4998.29539322026	4921.61131983865	6358.0351512568	8480.96952082431	5594.0271508384	3837.73233233321	4566.15475033902	3536.84734665814
ENSMUSG00000002881	1164.49647990983	903.333723261525	1344.30402322634	823.48940498714	1006.43985589506	676.314035231303	851.389775927309	969.680467625078
ENSMUSG00000058665	39.880016435268	1198.78143003358	134.936413874664	2.1585567627448	98.6230220234516	3.7313877805865	1.07363149549471	495.718059571154
ENSMUSG00000043015	129.388497767759	115.158531074092	174.573985450346	127.354849001943	187.545418929842	81.1576842277563	100.921360576503	153.843535728979
ENSMUSG00000038733	4371.73602389283	4146.65104105316	3368.35023134629	3753.7302104132	2586.02497912313	4028.96595608827	3321.81584706065	2239.27813116625
ENSMUSG00000003721	505.146874846728	515.381622675854	1230.45142401959	1283.26199545178	1413.86611081161	949.638190159264	1227.16079935046	1571.06883456563
ENSMUSG00000104253	30.1315679733136	10.3831462443853	36.2641612288158	21.585567627448	28.2934899247607	20.5226327932257	23.6198929008837	15.5397510837352
ENSMUSG00000054135	11.5208936368552	4.71961192926607	19.3971094944829	25.9026811529376	16.1677085284347	27.0525614092521	42.9452598197886	7.76987554186761
ENSMUSG00000081214	31.017790560764	22.6541372604771	15.1803465608996	22.6648460088204	27.485104498339	39.1795716961582	21.4726299098943	49.7272034679527
